,user,userID,pos,qn,q1,q2,p1,p2,p12,p123,fal,irr,ent,a00,a01,a10,a11,qorder
1433,159.0,42634445.0,2.0,5.0,1.0,2.0,0.41,0.54,0.39,,1.0,-0.019999999999999962,0.0,0.5991791889033959,0.41473068470148666,0.2810387139739018,0.6244997998398398,0123
1434,159.0,42634445.0,3.0,2.0,1.0,4.0,0.68,0.66,0.78,,1.0,0.12,0.0,0.26322434037894127,0.265736442674821,0.2830142923362755,0.8831760866327847,0312
1435,159.0,42634445.0,4.0,3.0,2.0,3.0,0.51,0.51,0.51,,2.0,0.0,0.0,0.5791706250463028,0.0,0.22698119384909043,0.7829692999871174,1203
1436,159.0,42634445.0,5.0,4.0,2.0,4.0,0.72,0.72,0.67,,2.0,0.04999999999999993,0.0,,0.0,0.21774468787578272,0.9822553121242172,1302
1437,159.0,42634445.0,6.0,6.0,1.0,3.0,0.63,0.58,0.69,,2.0,-0.05999999999999994,0.0,0.5369421512195934,-0.045464254605281695,0.361716495566915,0.7607807204652675,0213
1438,159.0,42634445.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1440,160.0,41155110.0,0.0,0.0,1.0,2.0,0.5,0.6,0.4,,1.0,-0.09999999999999998,0.0,0.5005514060737953,0.46298958297665627,0.3675444679663241,0.6324555320336759,0123
1441,160.0,41155110.0,1.0,1.0,3.0,4.0,0.45,0.4,0.3,,1.0,-0.10000000000000003,0.0,0.6473224711491156,0.3467046334947498,0.4009607405453477,0.5477225575051661,2301
1442,160.0,41155110.0,2.0,4.0,2.0,4.0,0.6,0.6,0.7,,2.0,-0.09999999999999998,0.0,0.569828675860145,0.0,0.35369255960861157,0.7417525554017206,1302
1443,160.0,41155110.0,3.0,3.0,2.0,3.0,0.4,0.4,0.7,,2.0,-0.29999999999999993,0.0,0.7595319862187717,0.0,0.5547104836190279,0.339716707380888,1203
1444,160.0,41155110.0,4.0,2.0,1.0,4.0,0.6,0.6,0.3,,1.0,-0.3,0.0,0.3162277660168383,0.5477225575051661,0.5477225575051661,0.5477225575051661,0312
1445,160.0,41155110.0,5.0,5.0,1.0,2.0,0.7,0.6,0.5,,1.0,-0.09999999999999998,0.0,0.3500191302645013,0.3883383338237846,0.4761091754333756,0.7071067811865476,0123
1446,160.0,41155110.0,6.0,6.0,1.0,3.0,0.5,0.51,0.7,,2.0,-0.18999999999999995,0.0,0.7017867124063495,0.00995049383620783,0.4391871807827359,0.5608128192172641,0213
1447,160.0,41155110.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1449,161.0,79735369.0,0.0,0.0,1.0,2.0,0.45,0.95,0.55,,1.0,0.10000000000000003,0.0,0.04036778385193145,0.6367850264994558,0.20706344934094745,0.7416198487095663,0123
1450,161.0,79735369.0,1.0,1.0,3.0,4.0,0.5,0.35,0.4,,1.0,0.050000000000000044,0.0,0.6505471454807775,0.20420449450039968,0.3675444679663241,0.6324555320336759,2301
1451,161.0,79735369.0,2.0,2.0,1.0,4.0,0.7,0.35,0.45,,1.0,0.10000000000000003,0.0,0.5098509612337088,0.16583963328413864,0.5123955633699863,0.6708203932499369,0312
1452,161.0,79735369.0,3.0,5.0,1.0,2.0,0.65,0.7,0.85,,1.0,0.19999999999999996,0.0,0.18472148518785428,0.26126151089063443,0.2182209793698493,0.9219544457292888,0123
1453,161.0,79735369.0,4.0,3.0,2.0,3.0,0.75,0.45,0.85,,2.0,-0.09999999999999998,0.0,0.41379270914171074,-0.2760615733410752,0.6481886442166174,0.5765562271749713,1203
1454,161.0,79735369.0,5.0,4.0,2.0,4.0,0.65,0.3,0.95,,2.0,-0.29999999999999993,0.0,,-0.36557875585765465,0.9135976323719297,0.22657779272720835,1302
1455,161.0,79735369.0,6.0,6.0,1.0,3.0,0.9,0.3,0.1,,2.0,0.8,0.0,,-0.5670441172583904,-0.22687411173631722,1.5685148982361912,0213
1456,161.0,79735369.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1458,162.0,21639897.0,0.0,0.0,1.0,2.0,0.5,0.95,0.5,,1.0,0.0,0.0,,0.6712980940224745,0.2928932188134524,0.7071067811865476,0123
1459,162.0,21639897.0,1.0,1.0,3.0,4.0,0.6,0.29,0.29,,1.0,0.0,0.0,0.591670822735586,0.2230608298729404,0.5569286342968818,0.5385164807134504,2301
1460,162.0,21639897.0,2.0,2.0,1.0,4.0,0.3,0.86,0.4,,1.0,0.10000000000000003,0.0,0.34454492505258133,0.6790321728267242,0.14214113720780752,0.6324555320336759,0312
1461,162.0,21639897.0,3.0,5.0,1.0,2.0,0.95,0.6,0.8,,1.0,0.20000000000000007,0.0,,0.2010179240104163,0.48397768420910625,0.8944271909999159,0123
1462,162.0,21639897.0,4.0,4.0,2.0,4.0,0.91,0.62,0.65,,2.0,0.26,0.0,,-0.23552088375719982,0.28287113181088985,1.0662026245123142,1302
1463,162.0,21639897.0,5.0,3.0,2.0,3.0,0.9,0.58,0.8,,2.0,0.09999999999999998,0.0,,-0.2646078250729731,0.47216037705606606,0.869480409443808,1203
1464,162.0,21639897.0,6.0,6.0,1.0,3.0,0.9,0.2,0.9,,2.0,0.0,0.0,,-0.709185254466198,1.0107121404818225,0.33092864601805116,0213
1465,162.0,21639897.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1467,163.0,86182802.0,0.0,0.0,1.0,2.0,0.53,0.9,0.61,,1.0,0.07999999999999996,0.0,0.11806245392472454,0.5606158189092084,0.24853804650803457,0.7810249675906654,0123
1468,163.0,86182802.0,1.0,1.0,3.0,4.0,0.49,0.18,0.26,,1.0,0.08000000000000002,0.0,0.7081219518988598,0.09009804864072146,0.48004754230188806,0.5099019513592785,2301
1469,163.0,86182802.0,2.0,2.0,1.0,4.0,0.62,0.6,0.75,,1.0,0.15000000000000002,0.0,0.3689129278022371,0.22941971122589355,0.24752746878156584,0.8660254037844386,0312
1470,163.0,86182802.0,3.0,5.0,1.0,2.0,0.17,0.19,0.17,,1.0,0.0,0.0,0.8712997258649894,0.20413083773513158,0.17078462692276403,0.41231056256176607,0123
1471,163.0,86182802.0,4.0,3.0,2.0,3.0,0.72,0.16,0.31,,2.0,0.41,0.0,,-0.6343145750507619,0.39867965115005743,0.8013203488499425,1203
1472,163.0,86182802.0,5.0,4.0,2.0,4.0,0.61,0.62,0.0,,2.0,0.62,0.0,,0.009016770847278366,-1.1135528725660044,2.2180889742847305,1302
1473,163.0,86182802.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1474,163.0,86182802.0,7.0,7.0,1.0,3.0,0.61,0.0,0.0,,2.0,0.61,0.0,,-1.104536101718726,0.0,1.104536101718726,0213
1476,164.0,32360531.0,0.0,0.0,1.0,2.0,0.5,0.51,0.5,,1.0,0.0,0.0,0.5678901725524619,0.30284371264966026,0.2928932188134524,0.7071067811865476,0123
1477,164.0,32360531.0,1.0,1.0,3.0,4.0,0.51,0.51,0.51,,1.0,0.0,0.0,0.5612447480744153,0.29580765098192285,0.29580765098192285,0.714142842854285,2301
1478,164.0,32360531.0,2.0,2.0,1.0,4.0,0.51,0.51,0.51,,1.0,0.0,0.0,0.5612447480744153,0.29580765098192285,0.29580765098192285,0.714142842854285,0312
1479,164.0,32360531.0,3.0,5.0,1.0,2.0,0.51,0.55,0.51,,1.0,0.0,0.0,0.5389772708625821,0.33466600531586665,0.29580765098192285,0.714142842854285,0123
1480,164.0,32360531.0,4.0,4.0,2.0,4.0,0.51,0.51,0.51,,2.0,0.0,0.0,0.5791706250463028,0.0,0.22698119384909043,0.7829692999871174,1302
1481,164.0,32360531.0,5.0,3.0,2.0,3.0,0.51,0.51,0.51,,2.0,0.0,0.0,0.5791706250463028,0.0,0.22698119384909043,0.7829692999871174,1203
1482,164.0,32360531.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1483,164.0,32360531.0,7.0,7.0,1.0,3.0,0.51,0.51,0.51,,2.0,0.0,0.0,0.5791706250463028,0.0,0.22698119384909043,0.7829692999871174,0213
1485,165.0,71058887.0,0.0,0.0,1.0,2.0,0.6,0.85,0.75,,1.0,0.15000000000000002,0.0,0.07539598283907858,0.43781507725609115,0.22941971122589355,0.8660254037844386,0123
1486,165.0,71058887.0,1.0,1.0,3.0,4.0,0.7,0.4,0.3,,1.0,-0.10000000000000003,0.0,0.4194568354370248,0.3467046334947498,0.6354933991147571,0.5477225575051661,2301
1487,165.0,71058887.0,2.0,3.0,2.0,3.0,0.6,0.2,0.2,,2.0,0.39999999999999997,0.0,,-0.46298958297665627,0.14214113720780752,0.9533039778025247,1203
1488,165.0,71058887.0,3.0,5.0,1.0,2.0,0.3,0.55,0.3,,1.0,0.0,0.0,0.6304289545471897,0.5010862906649856,0.22687411173631733,0.5477225575051661,0123
1489,165.0,71058887.0,4.0,4.0,2.0,4.0,0.85,0.85,0.75,,2.0,0.09999999999999998,0.0,,0.0,0.19615951895947026,1.1076809620810595,1302
1490,165.0,71058887.0,5.0,2.0,1.0,4.0,0.3,0.8,0.6,,1.0,0.3,0.0,0.3994894169143187,0.49031439482586836,0.0,0.7745966692414834,0312
1491,165.0,71058887.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1492,165.0,71058887.0,7.0,7.0,1.0,3.0,0.35,0.2,0.29,,2.0,0.06,0.0,0.7618595893014366,-0.20420449450039968,0.30028237327520557,0.5363776532588701,0213
1494,166.0,40904762.0,0.0,0.0,1.0,2.0,0.5,1.0,0.51,,1.0,0.010000000000000009,0.0,,0.7000707195188102,0.285857157145715,0.714142842854285,0123
1495,166.0,40904762.0,1.0,1.0,3.0,4.0,0.9,0.5,0.5,,1.0,0.0,0.0,0.10761114474868594,0.2928932188134524,0.6345340053133263,0.7071067811865476,2301
1496,166.0,40904762.0,2.0,2.0,1.0,4.0,0.51,1.0,0.51,,1.0,0.0,0.0,,0.7000707195188102,0.29580765098192285,0.714142842854285,0312
1497,166.0,40904762.0,3.0,3.0,2.0,3.0,0.5,0.5,0.5,,2.0,0.0,0.0,0.5903128224505496,0.0,0.22474487139158894,0.7752551286084111,1203
1498,166.0,40904762.0,4.0,5.0,1.0,2.0,0.9,0.51,0.5,,1.0,-0.010000000000000009,0.0,0.07518165873135314,0.30284371264966026,0.6345340053133263,0.7071067811865476,0123
1499,166.0,40904762.0,5.0,4.0,2.0,4.0,0.9,0.9,0.9,,2.0,0.0,0.0,,0.0,0.3015268860156246,1.0401139004842492,1302
1500,166.0,40904762.0,6.0,6.0,1.0,3.0,0.91,0.5,0.51,,2.0,0.4,0.0,,-0.34907375632320425,0.23693168768529826,1.112142068637906,0213
1501,166.0,40904762.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1503,167.0,77199121.0,0.0,0.0,1.0,2.0,0.61,0.68,0.6,,1.0,-0.010000000000000009,0.0,0.37120659665257727,0.3915937097275768,0.32993943247724267,0.7745966692414834,0123
1504,167.0,77199121.0,1.0,1.0,3.0,4.0,0.93,0.56,0.7,,1.0,0.1399999999999999,0.0,,0.22164049789176077,0.52715814316451,0.8366600265340756,2301
1505,167.0,77199121.0,2.0,2.0,1.0,4.0,0.55,0.86,0.73,,1.0,0.17999999999999994,0.0,0.15256643743175777,0.457087330328647,0.19440847363839853,0.8544003745317531,0312
1506,167.0,77199121.0,3.0,3.0,2.0,3.0,0.68,0.63,0.68,,2.0,0.0,0.0,0.4053305734965824,-0.04369316293687775,0.3057884696763875,0.8604019092926725,1203
1507,167.0,77199121.0,4.0,5.0,1.0,2.0,0.62,0.84,0.58,,1.0,-0.040000000000000036,0.0,0.10172134706946111,0.5345708290951812,0.35197556197961366,0.7615773105863908,0123
1508,167.0,77199121.0,5.0,4.0,2.0,4.0,0.39,0.79,0.64,,2.0,0.15000000000000002,0.0,0.5238535146290931,0.3738044223648689,0.12866013705744828,0.7545159495753366,1302
1509,167.0,77199121.0,6.0,6.0,1.0,3.0,0.65,0.22,0.82,,2.0,-0.16999999999999993,0.0,,-0.4768504670280581,0.9051137560647323,0.23506166903440562,0213
1510,167.0,77199121.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1512,168.0,41915558.0,0.0,0.0,1.0,2.0,0.02,0.93,0.64,,1.0,0.62,0.0,,0.5638181696985856,-0.6000000000000001,0.8,0123
1513,168.0,41915558.0,1.0,1.0,3.0,4.0,0.75,0.12,0.65,,1.0,0.53,0.0,0.2734565269625317,-0.3163278262732194,0.4185190965617339,0.806225774829855,2301
1514,168.0,41915558.0,2.0,2.0,1.0,4.0,0.29,0.76,0.75,,1.0,0.46,0.0,0.32327425853840297,0.3668573968093567,-0.10444809319804782,0.8660254037844386,0312
1515,168.0,41915558.0,3.0,5.0,1.0,2.0,0.61,0.65,0.77,,1.0,0.16000000000000003,0.0,0.33083642719487616,0.2626789863599258,0.22703966297951383,0.8774964387392122,0123
1516,168.0,41915558.0,4.0,3.0,2.0,3.0,0.65,0.25,0.6,,2.0,0.050000000000000044,0.0,0.39261291415047206,-0.4330686439125905,0.6345340053133263,0.5056414197858119,1203
1517,168.0,41915558.0,5.0,4.0,2.0,4.0,0.93,0.2,0.28,,2.0,0.65,0.0,,-0.7313626376649097,0.2840596069574922,1.0797585627410935,1302
1518,168.0,41915558.0,6.0,6.0,1.0,3.0,0.97,0.12,0.73,,2.0,0.24,0.0,,-0.9029408791617762,0.9899669101382386,0.40287191758017316,0213
1519,168.0,41915558.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1521,169.0,79974470.0,0.0,0.0,1.0,2.0,0.5,0.9,0.5,,1.0,0.0,0.0,0.10761114474868543,0.6345340053133263,0.2928932188134524,0.7071067811865476,0123
1522,169.0,79974470.0,1.0,1.0,3.0,4.0,0.55,0.5,0.5,,1.0,0.0,0.0,0.5453927573705278,0.2928932188134524,0.34170206698360406,0.7071067811865476,2301
1523,169.0,79974470.0,2.0,5.0,1.0,2.0,0.29,0.72,0.41,,1.0,0.12,0.0,0.5119029636589463,0.5596875762567151,0.12126488684310588,0.6403124237432849,0123
1524,169.0,79974470.0,3.0,3.0,2.0,3.0,0.71,0.56,0.55,,2.0,0.15999999999999992,0.0,,-0.13333700435546203,0.22622273344067656,0.965414795340622,1203
1525,169.0,79974470.0,4.0,2.0,1.0,4.0,0.25,0.55,0.63,,1.0,0.38,0.0,0.5453711095149572,0.25508345485077444,-0.08661861213282962,0.7937253933193772,0312
1526,169.0,79974470.0,5.0,4.0,2.0,4.0,0.75,0.48,0.5,,2.0,0.25,0.0,,-0.24494897427831774,0.24494897427831774,0.9797958971132714,1302
1527,169.0,79974470.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1528,169.0,79974470.0,7.0,7.0,1.0,3.0,0.39,0.27,0.44,,2.0,-0.04999999999999999,0.0,0.7658221008219865,-0.14832916379783123,0.4140656064726522,0.46911048016013246,0213
1530,170.0,16053527.0,0.0,0.0,1.0,2.0,0.58,0.51,0.51,,1.0,0.0,0.0,0.5203927319466615,0.29580765098192285,0.36289011857261577,0.714142842854285,0123
1531,170.0,16053527.0,1.0,1.0,3.0,4.0,0.75,0.51,0.52,,1.0,0.010000000000000009,0.0,0.3780522315080542,0.2888402387434099,0.503634616298791,0.7211102550927979,2301
1532,170.0,16053527.0,2.0,4.0,2.0,4.0,0.42,0.74,0.36,,2.0,0.38,0.0,,0.30003736706847584,-0.17732202151831733,1.0938371605094854,1302
1533,170.0,16053527.0,3.0,2.0,1.0,4.0,0.51,0.51,0.51,,1.0,0.0,0.0,0.5612447480744153,0.29580765098192285,0.29580765098192285,0.714142842854285,0312
1534,170.0,16053527.0,4.0,5.0,1.0,2.0,0.57,0.51,0.61,,1.0,0.09999999999999998,0.0,0.5053771290673453,0.2289255262455424,0.2866828576124657,0.7810249675906654,0123
1535,170.0,16053527.0,5.0,3.0,2.0,3.0,0.58,0.43,0.43,,2.0,0.14999999999999997,0.0,0.4238760985556398,-0.1496711118773304,0.20841981961048428,0.8686131418164167,1203
1536,170.0,16053527.0,6.0,6.0,1.0,3.0,0.47,0.15,0.42,,2.0,0.04999999999999999,0.0,0.5795438218947297,-0.4218134139780997,0.5747746585270164,0.3947613129562493,0213
1537,170.0,16053527.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1539,171.0,57710691.0,0.0,0.0,1.0,2.0,0.5,1.0,0.5,,1.0,0.0,0.0,,0.7071067811865476,0.2928932188134524,0.7071067811865476,0123
1540,171.0,57710691.0,1.0,1.0,3.0,4.0,0.6,0.4,0.5,,1.0,0.09999999999999998,0.0,0.5604501784729116,0.18732040981336828,0.3883383338237846,0.7071067811865476,2301
1541,171.0,57710691.0,2.0,4.0,2.0,4.0,0.6,0.85,0.7,,2.0,0.15000000000000002,0.0,0.1807734061027296,0.2083953660301976,0.14529719357841397,0.9501479214319182,1302
1542,171.0,57710691.0,3.0,2.0,1.0,4.0,0.1,0.9,0.25,,1.0,0.15,0.0,0.19711514908761252,0.8416407864998738,-0.05278640450004207,0.5,0312
1543,171.0,57710691.0,4.0,3.0,2.0,3.0,0.75,0.5,0.6,,2.0,0.15000000000000002,0.0,0.22999671960811127,-0.22474487139158894,0.34164078649987384,0.8831040848917151,1203
1544,171.0,57710691.0,5.0,5.0,1.0,2.0,0.7,0.8,0.8,,1.0,0.10000000000000009,0.0,,0.3704838730674359,0.2887887656200073,0.8944271909999159,0123
1545,171.0,57710691.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1546,171.0,57710691.0,7.0,7.0,1.0,3.0,0.5,0.05,0.25,,2.0,0.25,0.0,0.16581894517578383,-0.683772233983162,0.5497976377676006,0.4502023622323994,0213
1548,172.0,91480091.0,0.0,0.0,1.0,2.0,0.54,0.55,0.5,,1.0,-0.040000000000000036,0.0,0.5224304193756708,0.34170206698360406,0.3321237033547789,0.7071067811865476,0123
1549,172.0,91480091.0,1.0,1.0,3.0,4.0,0.47,0.43,0.31,,1.0,-0.12,0.0,0.6183009118344475,0.37058541326656813,0.41275953520026354,0.5567764362830022,2301
1550,172.0,91480091.0,2.0,2.0,1.0,4.0,0.5,0.5,0.5,,1.0,0.0,0.0,0.5730856172913346,0.2928932188134524,0.2928932188134524,0.7071067811865476,0312
1551,172.0,91480091.0,3.0,4.0,2.0,4.0,0.45,0.48,0.5,,2.0,-0.020000000000000018,0.0,0.666175658309766,0.03111259906275743,0.24494897427831774,0.703734323772196,1302
1552,172.0,91480091.0,4.0,5.0,1.0,2.0,0.55,0.45,0.4,,1.0,-0.04999999999999999,0.0,0.5715329528051378,0.3162277660168379,0.41635331613647575,0.6324555320336759,0123
1553,172.0,91480091.0,5.0,3.0,2.0,3.0,0.32,0.32,0.49,,2.0,-0.16999999999999998,0.0,0.8244335712666168,0.0,0.4124355652982141,0.3875644347017859,1203
1554,172.0,91480091.0,6.0,6.0,1.0,3.0,0.45,0.38,0.49,,2.0,-0.03999999999999998,0.0,0.7129810833909394,-0.0769035093423791,0.3406557765900795,0.6080275214604343,0213
1555,172.0,91480091.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1557,173.0,85232929.0,0.0,0.0,1.0,2.0,0.05,0.9,0.05,,1.0,0.0,0.0,,1.118033988749895,0.09262096826685898,0.22360679774997896,0123
1558,173.0,85232929.0,1.0,1.0,3.0,4.0,0.15,0.05,0.05,,1.0,0.0,0.0,0.9145328482430947,0.09262096826685898,0.32411575975518714,0.22360679774997896,2301
1559,173.0,85232929.0,2.0,3.0,2.0,3.0,0.55,0.5,0.5,,2.0,0.050000000000000044,0.0,0.517712276558497,-0.04880884817015163,0.22474487139158894,0.8240639767785627,1203
1560,173.0,85232929.0,3.0,4.0,2.0,4.0,0.15,0.1,0.15,,2.0,0.0,0.0,0.9136995801875765,-0.10050896200520815,0.223606797749979,0.324115759755187,1302
1561,173.0,85232929.0,4.0,2.0,1.0,4.0,0.5,0.5,0.6,,1.0,0.09999999999999998,0.0,0.546247816440426,0.2254033307585166,0.2254033307585166,0.7745966692414834,0312
1562,173.0,85232929.0,5.0,5.0,1.0,2.0,0.2,0.4,0.57,,1.0,0.36999999999999994,0.0,0.6289215787328308,0.13944374747284094,-0.12252791149339903,0.7549834435270749,0123
1563,173.0,85232929.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1564,173.0,85232929.0,7.0,7.0,1.0,3.0,0.6,0.5,0.5,,2.0,0.09999999999999998,0.0,0.4269204358731305,-0.09544511501033215,0.22474487139158894,0.8707002436187432,0213
1566,174.0,76464369.0,0.0,0.0,1.0,2.0,0.4,0.95,0.4,,1.0,0.0,0.0,,0.7459493431753462,0.26197165896624,0.6324555320336759,0123
1567,174.0,76464369.0,1.0,1.0,3.0,4.0,0.4,0.33,0.21,,1.0,-0.12000000000000002,0.0,0.6887209014079791,0.35414627096801204,0.43616962150433186,0.458257569495584,2301
1568,174.0,76464369.0,2.0,5.0,1.0,2.0,0.15,0.45,0.12,,1.0,-0.03,0.0,0.6904638934994392,0.6022731365367383,0.2013123959913906,0.34641016151377546,0123
1569,174.0,76464369.0,3.0,2.0,1.0,4.0,0.34,0.2,0.14,,1.0,-0.06,0.0,0.7683595040536882,0.2582897933562817,0.450455386446138,0.37416573867739417,0312
1570,174.0,76464369.0,4.0,4.0,2.0,4.0,0.13,0.19,0.31,,2.0,-0.12,0.0,0.9172575973432086,0.10653944893761913,0.3479236758023978,0.1619782755568806,1302
1571,174.0,76464369.0,5.0,3.0,2.0,3.0,0.33,0.05,0.44,,2.0,-0.10999999999999999,0.0,0.24501851419695142,-0.4961760744467581,0.8326847632907677,-0.020280922827171644,1203
1572,174.0,76464369.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1573,174.0,76464369.0,7.0,7.0,1.0,3.0,0.19,0.02,0.21,,2.0,-0.01999999999999999,0.0,0.6881502019715662,-0.41644140029689763,0.5937253933193771,0.02271600697752041,0213
1575,175.0,97992062.0,0.0,0.0,1.0,2.0,0.72,0.76,0.71,,1.0,-0.010000000000000009,0.0,0.09983472180366164,0.3902678232761595,0.35738502268236416,0.8426149773176358,0123
1576,175.0,97992062.0,1.0,1.0,3.0,4.0,0.75,0.3,0.38,,1.0,0.08000000000000002,0.0,0.47429294529775134,0.15815526894458576,0.6083034710946913,0.6164414002968976,2301
1577,175.0,97992062.0,2.0,2.0,1.0,4.0,0.76,0.72,0.67,,1.0,-0.04999999999999993,0.0,0.11314059879745293,0.3814647228127549,0.41434752340655023,0.8185352771872451,0312
1578,175.0,97992062.0,3.0,3.0,2.0,3.0,0.22,0.3,0.33,,2.0,-0.030000000000000027,0.0,0.8618908393060172,0.11127171117040346,0.22039076786513656,0.4429341902059435,1203
1579,175.0,97992062.0,4.0,5.0,1.0,2.0,0.76,0.71,0.84,,1.0,0.13,0.0,,0.2751223897901304,0.3163676616026273,0.916515138991168,0123
1580,175.0,97992062.0,5.0,4.0,2.0,4.0,0.33,0.87,0.7,,2.0,0.17000000000000004,0.0,0.5106324892105337,0.5066867553636958,0.1300470787916519,0.6823567616719441,1302
1581,175.0,97992062.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1582,175.0,97992062.0,7.0,7.0,1.0,3.0,0.72,0.32,0.39,,2.0,0.32999999999999996,0.0,,-0.3999999999999999,0.2816653826391966,0.9183346173608034,0213
1584,176.0,78623371.0,0.0,0.0,1.0,2.0,0.51,1.0,0.55,,1.0,0.040000000000000036,0.0,,0.6725937136635288,0.2683306451266415,0.7416198487095663,0123
1585,176.0,78623371.0,1.0,1.0,3.0,4.0,0.75,0.49,0.5,,1.0,0.010000000000000009,0.0,0.38993692768046134,0.282842712474619,0.5176380902050414,0.7071067811865476,2301
1586,176.0,78623371.0,2.0,5.0,1.0,2.0,0.51,0.59,0.51,,1.0,0.0,0.0,0.5138221695082013,0.3721352062657365,0.29580765098192285,0.714142842854285,0123
1587,176.0,78623371.0,3.0,2.0,1.0,4.0,0.51,0.51,0.51,,1.0,0.0,0.0,0.5612447480744153,0.29580765098192285,0.29580765098192285,0.714142842854285,0312
1588,176.0,78623371.0,4.0,4.0,2.0,4.0,0.51,0.51,0.75,,2.0,-0.24,0.0,0.6996816737101739,0.0,0.49004950616379217,0.5199009876724157,1302
1589,176.0,78623371.0,5.0,3.0,2.0,3.0,0.71,0.51,0.51,,2.0,0.19999999999999996,0.0,,-0.18168703494509053,0.22698119384909043,0.9646563349322079,1203
1590,176.0,78623371.0,6.0,6.0,1.0,3.0,0.51,0.0,0.0,,2.0,0.51,0.0,,-1.0099504938362078,0.0,1.0099504938362078,0213
1591,176.0,78623371.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1593,177.0,33604199.0,0.0,0.0,1.0,2.0,0.0,0.71,0.17,,1.0,0.17,0.0,0.22945474438995547,0.7793269662195323,-0.41231056256176607,0.41231056256176607,0123
1594,177.0,33604199.0,1.0,1.0,3.0,4.0,0.62,0.04,0.16,,1.0,0.12,0.0,0.5631309510517946,-0.11715728752538102,0.7135528725660044,0.4,2301
1595,177.0,33604199.0,2.0,4.0,2.0,4.0,0.85,0.81,0.8,,2.0,0.04999999999999993,0.0,,-0.031048274904744266,0.27640113234718133,1.0274393486933482,1302
1596,177.0,33604199.0,3.0,2.0,1.0,4.0,0.19,0.89,0.19,,1.0,0.0,0.0,,0.898276512058566,0.18055150594283031,0.43588989435406733,0312
1597,177.0,33604199.0,4.0,5.0,1.0,2.0,0.13,0.62,0.35,,1.0,0.21999999999999997,0.0,0.6090136718662256,0.5219448942560428,-0.08170602695068307,0.5916079783099616,0123
1598,177.0,33604199.0,5.0,3.0,2.0,3.0,0.81,0.25,0.27,,2.0,0.54,0.0,,-0.5656854249492379,0.19289321881345245,1.0798989873223332,1203
1599,177.0,33604199.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1600,177.0,33604199.0,7.0,7.0,1.0,3.0,0.58,0.07,0.33,,2.0,0.24999999999999994,0.0,,-0.7028672227495065,0.6208216984292259,0.456211262997675,0213
1602,178.0,81660077.0,0.0,0.0,1.0,2.0,0.08,0.91,0.2,,1.0,0.12000000000000001,0.0,,0.9018601608232464,-0.047213595499957905,0.4472135954999579,0123
1603,178.0,81660077.0,1.0,1.0,3.0,4.0,0.61,0.22,0.2,,1.0,-0.01999999999999999,0.0,0.5667653851338581,0.216111362571122,0.6573225062187682,0.4472135954999579,2301
1604,178.0,81660077.0,2.0,4.0,2.0,4.0,0.33,0.62,0.64,,2.0,-0.020000000000000018,0.0,0.7371133235471581,0.3011490321024084,0.2720877734890974,0.5403160669744986,1302
1605,178.0,81660077.0,3.0,3.0,2.0,3.0,0.62,0.63,0.67,,2.0,-0.040000000000000036,0.0,0.49307727613272406,0.008944343466178006,0.29524747184360023,0.8183054007224044,1203
1606,178.0,81660077.0,4.0,5.0,1.0,2.0,0.18,0.83,0.17,,1.0,-0.009999999999999981,0.0,0.16499295105425885,0.8760993101107466,0.1876894374382339,0.41231056256176607,0123
1607,178.0,81660077.0,5.0,2.0,1.0,4.0,0.17,0.17,0.18,,1.0,0.009999999999999981,0.0,0.8772373396910546,0.15883112077260159,0.15883112077260159,0.4242640687119285,0312
1608,178.0,81660077.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1609,178.0,81660077.0,7.0,7.0,1.0,3.0,0.76,0.23,0.28,,2.0,0.48,0.0,,-0.5546498022812685,0.23828214067864129,0.994600659915154,0213
1611,179.0,11260803.0,0.0,0.0,1.0,2.0,0.57,0.11,0.33,,1.0,0.22000000000000003,0.0,0.6446631999951227,-0.10541468867145987,0.4932515605493283,0.5744562646538028,0123
